1	0.2132733083433575
2	0.13049807233942878
3	0.11611966457631853
4	0.09530194683207406
5	0.06417199307017857
6	0.03635873210926851
7	0.02606884679860539
8	0.023033545145557985
9	0.020791358107493982
10	0.035341918054554194
11	0.02011679123259253
12	0.01822231647868951
13	0.02073861699965265
14	0.01612334367301729
15	0.013587972252733178
16	0.015857029085357983
17	0.0165848385853072
18	0.013074552226397727
19	0.02146739460941818
20	0.015223557439943155
21	0.01409047247014112
22	0.015826653740886185
23	0.01188373275929027
24	0.014130237977951765
25	0.015861870617502265
26	0.01374651776212785
27	0.015039076226659946
28	0.011684569116267893
29	0.014527178835123777
30	0.014930391270253394
31	0.012764399819489982
32	0.011112793917871185
33	0.01265204607302116
34	0.01068067198826207
35	0.008279567351564765
36	0.01730377035629418
37	0.010155401347825924
38	0.009565350237405963
39	0.014309321581903432
40	0.014300923018405834
41	0.01411302625719044
42	0.014736194163560867
43	0.01562984898272488
44	0.011507640230572887
45	0.012048446625057194
46	0.012613825629361801
47	0.008859026840784483
48	0.01274711535208755
49	0.012800519872042868
50	0.010621278650230832
